Project,site_no,collect_date,Hour,sample_ID,Subsample,LowestTaxonomicLevelOfID,TaxaID,Nauplius,ObjectiveMagnification,MarksInOcularMicrometer_No.,MarksInOcularMicrometer_Width_No.,MarksInOcularMicrometer_Height_No.,Initials
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Genus,Bosmina,,40x,8,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Genus,Diaptomus,,40x,41,,,JPD
FCR2015,BVR_50,2-Oct-15,12:00,B2Oct15_9m,C,Genus,Diaptomus,,40x,23,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Species,D. catawba,,40x,24,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Species,D. catawba,,40x,27,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Species,D. catawba,,40x,33,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Bosmina,,40x,17,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Bosmina,,40x,15,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Family,Cyclopidae,,40x,13,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Family,Cyclopidae,,40x,12,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Family,Cyclopidae,,40x,23,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Family,Cyclopidae,,40x,66,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Diaptomus,,40x,38,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Diaptomus,,40x,54,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Diaptomus,,40x,49,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Diaptomus,,40x,37,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,40x,33,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,40x,42,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,40x,36,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,40x,43,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,40x,25,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,40x,46,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,40x,37,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Bosmina,,40x,16,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Bosmina,,40x,13,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,40x,33,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,40x,20,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,40x,14,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,40x,28,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,40x,22,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,40x,25,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,40x,18,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,40x,32,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,40x,17,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,40x,27,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,40x,25,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,40x,24,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,B,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Species,D. catawba,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Genus,Bosmina,,40x,16,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Genus,Bosmina,,40x,13,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Genus,Chydorus,,40x,46,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Family,Cyclopidae,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Genus,Diaptomus,,NA,,,,JPD
FCR2015,BVR_50,23-Oct-15,12:00,B23Oct15_9m,C,Genus,Diaptomus,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Chydorus,,40x,13,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Family,Cyclopidae,,40x,26,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Family,Cyclopidae,,40x,78,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Family,Cyclopidae,,40x,26,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Subclass,Copepoda,nauplius,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
FCR2016,BVR_50,6-Apr-16,12:00,B6Apr16_9m,A,Genus,Keratella,,NA,,,,JPD
